position,volume,cpc,keyword_difficulty,az_relevant,intent,cluster,query,url,collection,gap_type,gsc_impressions_28d,gsc_clicks_28d,gsc_position_28d,competitor_position,competitor_url
49,390,16.489999771118164,,False,informational,unknown,what happens if someone without insurance hits you,/hit-by-uninsured-driver/,legacy-flat,deep_back,3,0,72.5,,
49,170,38.66999816894531,,False,commercial,unknown,national injury attorneys llc,/,home,deep_back,1,0,52,,
49,50,56.36000061035156,,True,commercial,unknown,bad faith insurance attorney arizona,/arizona-bad-faith-insurance-attorney/,legacy-flat,deep_back,4,0,32.7,,
50,140,0,,False,informational,meta,ah law,/contact/,legacy-flat,deep_back,2,0,48,,
50,110,335.8399963378906,,True,informational,other-claims,arizona dog bite law,/dog-bite/,practice-area,deep_back,3,0,47.3,,
50,30,18.579999923706055,,False,commercial,meta,dumond law firm,/about/team/,other,deep_back,0,0,,,
51,20,0,,False,informational,vehicle-crashes,partial liability car accident,/arizona-partial-fault-accident/,legacy-flat,deep_back,0,0,,,
52,70,0,,False,informational,vehicle-crashes,do you need uninsured motorist coverage if you have collision,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
53,260,0,,False,informational,unknown,negligent supervision,/premises-liability/negligent-supervision/,practice-area,deep_back,3,0,58.3,,
53,140,17.260000228881836,,False,commercial,meta,the mccloud law firm,/,home,deep_back,0,0,,,
53,70,0,,False,informational,other-claims,if there is an act of violence on the premises,/personal-injury/premises-liability/,other,deep_back,0,0,,,
53,70,0,,False,informational,other-claims,level 3 dog bite treatment,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,3,0,81.7,,
53,50,29.989999771118164,,False,commercial,meta,civil lawyers that work on contingency,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,0,0,,,
53,50,32.7599983215332,,False,informational,unknown,how much is my case worth calculator,/estimate-settlement/,legacy-flat,deep_back,1,0,53,,
53,50,0,,False,informational,unknown,what happens if hit by uninsured driver,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
53,30,0,,False,commercial,meta,does insurance cover lawyer fees,/insurance-claim-lawyer-cost/,legacy-flat,deep_back,1,0,57,,
53,30,50.06999969482422,,False,informational,other-claims,dog bite settlement agreement sample,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,0,0,,,
54,260,6.539999961853027,,False,informational,meta,cronauer law,/,home,deep_back,0,0,,,
54,30,0,,False,informational,vehicle-crashes,partial fault car accident,/arizona-partial-fault-accident/,legacy-flat,deep_back,3,0,21.3,,
55,90,34.060001373291016,,False,informational,vehicle-crashes,uninsured motorist driving my car,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
55,70,0,,False,informational,vehicle-crashes,recent bus accidents,/bus-accidents/,practice-area,deep_back,1,0,58,,
56,210,57.47999954223633,,False,informational,vehicle-crashes,compensation for car accident calculator,/estimate-settlement/,legacy-flat,deep_back,0,0,,,
56,140,0,,True,informational,meta,ars 28-729,/legal-guides/,legal-guide,deep_back,1,0,58,,
57,320,21.979999542236328,,False,commercial,meta,vrana law firm,/,home,deep_back,5,0,67,,
57,20,0,,False,informational,unknown,the nature of the physical health or environmental hazard,/premises-liability/hazardous-conditions/,practice-area,deep_back,0,0,,,
58,260,0,,False,informational,unknown,supervisory negligence,/premises-liability/negligent-supervision/,practice-area,deep_back,1,0,68,,
58,70,8.109999656677246,,False,informational,unknown,hit by someone without insurance,/hit-by-uninsured-driver/,legacy-flat,deep_back,2,0,27.5,,
58,50,37.560001373291016,,False,navigational,vehicle-crashes,what to do if someone without insurance hits your car,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
58,40,15.579999923706055,,False,informational,unknown,how much of a 250k settlement will i get,/estimate-settlement/,legacy-flat,deep_back,0,0,,,
59,140,0,,False,informational,meta,kayleigh law,/,home,deep_back,2,0,63,,
59,70,0,,False,informational,meta,ars 13 1410,/abuse/sexual-abuse/,other,deep_back,0,0,,,
59,50,0,,False,commercial,meta,is a lawyer a mandated reporter,/premises-liability/failure-to-report-abuse/,practice-area,deep_back,0,0,,,
60,320,0,,False,informational,vehicle-crashes,ars hit-and-run,/client-guides/hit-and-run-victim-guide/,client-guide,deep_back,0,0,,,
60,110,0,,False,informational,unknown,definition of attractive nuisance,/glossary/attractive-nuisance/,glossary,deep_back,1,0,62,,
60,90,0,,False,informational,vehicle-crashes,fatigue after car accident,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
60,30,0,,False,informational,unknown,involuntary seclusion examples,/premises-liability/improper-use-of-restraints/,practice-area,deep_back,0,0,,,
61,70,18.34000015258789,,False,informational,meta,lawsuit calculator,/estimate-settlement/,legacy-flat,deep_back,0,0,,,
61,70,17.25,,False,informational,vehicle-crashes,what happens to uninsured drivers in an accident,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,5,0,47.8,,
62,320,0,,False,informational,unknown,failure to report,/premises-liability/failure-to-report-abuse/,practice-area,deep_back,5,0,26.8,,
62,90,31.649999618530273,,True,informational,unknown,is az a no fault state,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,79,,
62,70,128.57000732421875,,True,commercial,unknown,personal injury attorney flagstaff az,/,home,deep_back,0,0,,,
62,70,0,,False,informational,meta,law badgers,/,home,deep_back,0,0,,,
62,20,0,,False,informational,other-claims,level 3 dog bite settlement california,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,0,0,,,
62,20,0,,False,informational,vehicle-crashes,psychological effects of a car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,0,0,,,
63,260,46.20000076293945,,False,commercial,meta,civil lawyers who work on contingency,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,28,0,10.5,,
63,170,100.2300033569336,,False,informational,vehicle-crashes,depression after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,5,0,76.6,,
64,110,0,,False,informational,unknown,settlement on,/glossary/settlement/,glossary,deep_back,1,0,65,,
64,50,16.579999923706055,,False,informational,meta,abron law,/,home,deep_back,0,0,,,
65,480,18.030000686645508,,False,informational,meta,settlement law,/glossary/settlement/,glossary,deep_back,2,0,74.5,,
65,70,0,,True,informational,unknown,is arizona an at-fault state,/arizona-partial-fault-accident/,legacy-flat,deep_back,0,0,,,
65,40,2.569999933242798,,False,informational,meta,white mountain injury law,/,home,deep_back,1,0,68,,
66,30,30.110000610351562,,False,informational,other-claims,slip and fall injury settlement,/slip-fall-injury-settlement-amounts/,legacy-flat,deep_back,0,0,,,
66,30,0,,False,informational,vehicle-crashes,what can you sue a daycare for,/sue-daycare-for-negligence/,legacy-flat,deep_back,4,0,19.3,,
67,260,322.94000244140625,,True,commercial,vehicle-crashes,accident attorney az,/,home,deep_back,0,0,,,
67,170,0,,False,informational,abuse-negligence,supervision neglect,/premises-liability/negligent-supervision/,practice-area,deep_back,2,0,76,,
67,20,0,,False,informational,unknown,negligent hiring example,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,0,0,,,
68,70,0.11999999731779099,,True,informational,unknown,do you have to wear a helmet in arizona,/motorcycle-accidents/,practice-area,deep_back,35,0,63.0,,
68,70,0,,False,informational,vehicle-crashes,after effects of car accident,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
68,50,8.460000038146973,,True,informational,vehicle-crashes,arizona leaving scene of accident,/arizona-partial-fault-accident/,legacy-flat,deep_back,0,0,,,
68,30,0,,False,informational,vehicle-crashes,partially at fault car accident,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,93,,
69,590,39.7400016784668,,False,informational,unknown,third party claims,/glossary/third-party-claim/,glossary,deep_back,4,0,73.2,,
69,320,0,,False,informational,unknown,fail to report,/premises-liability/failure-to-report-abuse/,practice-area,deep_back,0,0,,,
69,70,59.5,,True,informational,unknown,arizona no-fault state,/arizona-partial-fault-accident/,legacy-flat,deep_back,0,0,,,
69,40,12.180000305175781,,True,informational,unknown,is uninsured motorist coverage required in arizona,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,3,0,35.5,,
69,40,0,,False,informational,other-claims,level 5 dog bite settlement amount,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,1,0,72,,
69,30,0,,False,informational,unknown,how much can you sue for food poisoning,/how-much-money-suing-restaurant/,legacy-flat,deep_back,2,0,81.5,,
69,30,0,,False,informational,unknown,negligent hiring retention and supervision,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,0,0,,,
70,1600,0.029999999329447746,,False,informational,meta,discovery law definition,/glossary/discovery/,glossary,deep_back,1,0,70,,
70,720,107.19000244140625,,False,commercial,unknown,attorney bad faith,/arizona-bad-faith-insurance-attorney/,legacy-flat,deep_back,0,0,,,
70,170,0,,False,informational,unknown,what is an invitee,/glossary/invitee/,glossary,deep_back,2,0,73,,
70,50,0,,False,informational,unknown,what happens if i hit an uninsured driver,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
70,40,6.980000019073486,,False,informational,other-claims,slip and fall injury compensation,/slip-fall-injury-settlement-amounts/,legacy-flat,deep_back,2,0,73.5,,
70,30,147.99000549316406,,False,informational,vehicle-crashes,mental trauma after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,1,0,73,,
71,390,17.920000076293945,,False,commercial,meta,knowles law firm,/about/team/,other,deep_back,2,0,83,,
71,260,95.47000122070312,,False,informational,vehicle-crashes,after car crash symptoms,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
71,50,17.440000534057617,,False,commercial,meta,bonneau law firm,/,home,deep_back,1,0,74,,
71,30,0,,False,informational,other-claims,what does animal control do when a dog bites someone,/can-animal-control-take-dog/,legacy-flat,deep_back,3,0,24.7,,
72,1300,208.67999267578125,,True,informational,vehicle-crashes,arizona auto accident laws,/arizona-partial-fault-accident/,legacy-flat,deep_back,0,0,,,
72,170,0,,False,informational,abuse-negligence,neglect supervision,/premises-liability/negligent-supervision/,practice-area,deep_back,0,0,,,
72,70,59.5,,True,informational,unknown,arizona no fault state,/arizona-partial-fault-accident/,legacy-flat,deep_back,2,0,80,,
72,30,0,,False,informational,unknown,involuntary seclusion is,/premises-liability/improper-use-of-restraints/,practice-area,deep_back,0,0,,,
73,40,29.729999542236328,,False,informational,unknown,at fault party,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,74,,
73,40,29.729999542236328,,False,informational,unknown,at-fault party,/arizona-partial-fault-accident/,legacy-flat,deep_back,2,0,81,,
73,20,6.199999809265137,,False,informational,vehicle-crashes,does uninsured motorist cover someone driving my car,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
74,90,37.56999969482422,,False,commercial,meta,lawyer now,/about/team/,other,deep_back,4,0,11,,
74,30,0.6200000047683716,,True,informational,vehicle-crashes,elder financial abuse arizona,/abuse/elder-abuse/,other,deep_back,1,0,58,,
74,30,11.210000038146973,,False,informational,unknown,i hit someone without insurance,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
75,90,13.619999885559082,,False,informational,unknown,i hit uninsured driver,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
76,390,0,,False,informational,unknown,settlement examples,/slip-and-fall-settlement-examples/,legacy-flat,deep_back,0,0,,,
76,170,0,,False,informational,vehicle-crashes,uninsured driver in insured car,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,1,0,33,,
77,40,180.74000549316406,,True,informational,vehicle-crashes,arizona auto accident law,/arizona-partial-fault-accident/,legacy-flat,impression_loser,60,0,30.1,,
77,390,23.75,,True,informational,unknown,is arizona a no-fault state,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,72,,
77,40,135,,False,informational,unknown,can you sue a store if you fall,/suing-store-for-fall-guide/,legacy-flat,deep_back,15,0,19,,
78,30,147.99000549316406,,False,informational,vehicle-crashes,psychological trauma after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,2,0,84,,
78,20,0,,False,informational,other-claims,if your dog bites another dog,/can-animal-control-take-dog/,legacy-flat,deep_back,0,0,,,
79,590,119.81999969482422,,False,commercial,unknown,contingency attorney,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,0,0,,,
80,50,15.109999656677246,,False,informational,vehicle-crashes,car crash side effects,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
80,40,0,,False,informational,vehicle-crashes,what happens if you are underinsured and have an accident,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
80,20,0,,False,informational,unknown,personal injury settlement value calculator,/estimate-settlement/,legacy-flat,deep_back,0,0,,,
82,110,0,,False,informational,unknown,define attractive nuisance,/glossary/attractive-nuisance/,glossary,deep_back,1,0,83,,
82,70,2.7799999713897705,,False,commercial,meta,contingency lawyers for civil cases,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,0,0,,,
82,50,0,,False,informational,vehicle-crashes,what type of trauma is a car accident,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
82,40,0,,True,commercial,vehicle-crashes,yuma truck accident lawyer,/personal-injury/truck-accident/,other,deep_back,0,0,,,
83,70,29.989999771118164,,False,informational,vehicle-crashes,uninsured motorist accidents,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
84,40,0,,False,informational,meta,inadequate security lawsuit,/premises-liability/negligent-security/,practice-area,deep_back,1,0,84,,
85,390,0,,True,commercial,vehicle-crashes,arizona truck accident attorney,/personal-injury/truck-accident/,other,deep_back,31,0,82.2,,
85,210,0,,False,informational,meta,settlement law definition,/glossary/settlement/,glossary,deep_back,2,0,88,,
85,50,0,,False,informational,vehicle-crashes,psychological shock after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,1,0,86,,
85,20,0,,False,commercial,unknown,negligent hire,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,1,0,47,,
86,90,55.31999969482422,,False,informational,vehicle-crashes,i was hit by a drunk driver,/client-guides/hit-by-drunk-driver/,client-guide,deep_back,1,0,87,,
88,210,0,,False,informational,unknown,settlement legal definition,/glossary/settlement/,glossary,deep_back,2,0,89,,
88,20,5.550000190734863,,True,informational,unknown,is arizona a no fault insurance state,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,97,,
89,320,99.98999786376953,,False,informational,unknown,hit by an uninsured motorist,/hit-by-uninsured-driver/,legacy-flat,deep_back,1,0,85,,
90,90,8.289999961853027,,False,informational,meta,what is settlement in law,/glossary/settlement/,glossary,deep_back,1,0,90,,
91,110,0,,False,informational,unknown,what does settlement,/glossary/settlement/,glossary,deep_back,1,0,90,,
92,40,1.1800000667572021,,True,informational,vehicle-crashes,is arizona a no fault state for car accidents,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,87,,
94,70,0,,False,informational,unknown,if traction conditions are hazardous you should,/premises-liability/hazardous-conditions/,practice-area,deep_back,0,0,,,
96,70,0,,False,informational,vehicle-crashes,uninsured motorist coverage hit and run,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
96,40,0,,False,informational,vehicle-crashes,what happens if you are uninsured and have an accident,/uninsured-drivers-accident/,legacy-flat,deep_back,2,0,68,,
96,30,0,,False,informational,other-claims,level 5 dog bite settlement,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,0,0,,,
98,590,58.91999816894531,,False,informational,unknown,3rd party insurance claim,/glossary/third-party-claim/,glossary,deep_back,7,0,98.9,,
98,20,0,,False,informational,unknown,negligent hiring examples,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,0,0,,,
99,110,0,,False,informational,unknown,attractive nuisance definition,/glossary/attractive-nuisance/,glossary,deep_back,1,0,100,,
100,30,3.3399999141693115,,False,commercial,abuse-negligence,how much is malpractice insurance for a lawyer,/insurance-claim-lawyer-cost/,legacy-flat,deep_back,0,0,,,
